X1,Year_draft,Rd,Pk,Tm_draft,Player_draft,Age_draft,Pos_draft,Born,College,From,To,G_draft,MP_draft,PTS,TRB,AST,STL,BLK,FGPercentage,TwoPPercentage,ThreePPercentage,FTPercentage,WS_draft,WSPer48_draft,mergename,Player_season,Pos_season,Age_season,Tm_season,G_season,MP_season,PER,TSPercentage,ThreePAr,FTr,ORBPercentage,DRBPercentage,TRBPercentage,ASTPercentage,STLPercentage,BLKPercentage,TOVPercentage,USGPercentage,OWS,DWS,WS_season,WSPer48_season,OBPM,DBPM,BPM,VORP,Year_season,projage,agecheck,sincedrafted
64,2016,1,17,MEM,Wade Baldwin,20.090999999999998,G,us,Vanderbilt University,2017,2018,40,12.1,3.6,1.4,1.7,0.5,0.2,0.368,0.39399999999999996,0.259,0.787,0,-0.004,wadebaldwin,Wade Baldwin,PG,20,MEM,33,405,6.5,0.40399999999999997,0.191,0.322,3,10.2,6.5,22.8,2.3,1.7,22.9,19.1,-0.8,0.5,-0.3,-0.040999999999999995,-6.2,0.5,-5.7,-0.4,2017,21.090999999999998,1.0909999999999975,1
65,2016,1,17,MEM,Wade Baldwin,20.090999999999998,G,us,Vanderbilt University,2017,2018,40,12.1,3.6,1.4,1.7,0.5,0.2,0.368,0.39399999999999996,0.259,0.787,0,-0.004,wadebaldwin,Wade Baldwin,PG,21,POR,7,80,16.6,0.748,0.23800000000000002,0.47600000000000003,1.4,9.5,5.5,9.8,1.2,1,13.6,16.1,0.2,0.1,0.3,0.187,1.1,-1.1,0,0,2018,22.090999999999998,1.0909999999999975,2
66,2016,1,18,DET,Henry Ellenson,19.166,F,us,Marquette University,2017,2018,57,8.3,3.7,2.1,0.5,0.1,0,0.36200000000000004,0.4,0.316,0.784,-0.1,-0.008,henryellenson,Henry Ellenson,PF,20,DET,19,146,7.5,0.444,0.547,0.125,5.8,25.6,15.3,7.2,0.3,0.6,17.2,24.7,-0.4,0.2,-0.2,-0.071,-5.8,-2.4,-8.2,-0.2,2017,20.166,0.16600000000000037,1
67,2016,1,18,DET,Henry Ellenson,19.166,F,us,Marquette University,2017,2018,57,8.3,3.7,2.1,0.5,0.1,0,0.36200000000000004,0.4,0.316,0.784,-0.1,-0.008,henryellenson,Henry Ellenson,PF,21,DET,38,329,10.5,0.47600000000000003,0.41100000000000003,0.19899999999999998,3.3,24.3,13.6,9.4,0.8,0,10.2,23.8,-0.2,0.4,0.1,0.02,-4.3,-2.6,-6.8,-0.4,2018,21.166,0.16600000000000037,2
68,2016,1,19,DEN,Malik Beasley,19.214000000000002,G,us,Florida State University,2017,2018,84,8.9,3.3,1,0.5,0.3,0.1,0.42200000000000004,0.489,0.336,0.698,0.5,0.034,malikbeasley,Malik Beasley,SG,20,DEN,22,165,13.7,0.536,0.384,0.13699999999999998,3.4,8,5.7,10.2,2.1,0,9.4,22,0.1,0.1,0.2,0.057,-0.5,-3.5,-3.9,-0.1,2017,20.214000000000002,0.2140000000000022,1
69,2016,1,19,DEN,Malik Beasley,19.214000000000002,G,us,Florida State University,2017,2018,84,8.9,3.3,1,0.5,0.3,0.1,0.42200000000000004,0.489,0.336,0.698,0.5,0.034,malikbeasley,Malik Beasley,SG,21,DEN,62,583,9,0.509,0.461,0.185,2.7,11,6.9,7.4,1.3,1,11.1,16.2,0.1,0.3,0.3,0.027999999999999997,-2.8,-2.4,-5.1,-0.5,2018,21.214000000000002,0.2140000000000022,2
70,2016,1,20,IND,Caris LeVert,21.308000000000003,G-F,us,University of Michigan,2017,2018,128,24.2,10.4,3.5,3.2,1,0.2,0.44,0.506,0.336,0.7140000000000001,4.1,0.063,carislevert,Caris LeVert,SF,22,BRK,57,1237,12.3,0.556,0.484,0.245,2,13.9,8,13.7,1.9,0.5,12.3,16.6,0.8,1,1.8,0.07,-0.7,-0.4,-1.1,0.3,2017,22.308000000000003,0.3080000000000034,1
71,2016,1,20,IND,Caris LeVert,21.308000000000003,G-F,us,University of Michigan,2017,2018,128,24.2,10.4,3.5,3.2,1,0.2,0.44,0.506,0.336,0.7140000000000001,4.1,0.063,carislevert,Caris LeVert,SF,23,BRK,71,1864,14.3,0.525,0.33299999999999996,0.254,3,11.9,7.4,26,2.1,0.9,15.8,22.5,0.7,1.6,2.3,0.059000000000000004,-0.3,-0.2,-0.5,0.7,2018,23.308000000000003,0.3080000000000034,2
72,2016,1,21,ATL,DeAndre Bembry,21.36,F,us,Saint Joseph's University,2017,2018,64,12.9,3.7,2,1.2,0.5,0.3,0.442,0.494,0.25,0.51,-0.1,-0.005,deandrebembry,DeAndre' Bembry,SF,22,ATL,38,371,8.8,0.48100000000000004,0.184,0.163,4.2,13.1,8.7,11.5,1.1,1.2,13.2,14.2,-0.1,0.4,0.3,0.038,-4.4,0.1,-4.3,-0.2,2017,22.36,0.35999999999999943,1
73,2016,1,21,ATL,DeAndre Bembry,21.36,F,us,Saint Joseph's University,2017,2018,64,12.9,3.7,2,1.2,0.5,0.3,0.442,0.494,0.25,0.51,-0.1,-0.005,deandrebembry,DeAndre' Bembry,SF,23,ATL,26,455,7.6,0.47700000000000004,0.23399999999999999,0.258,2,15.7,8.8,15.9,2.3,2.3,24.8,18.2,-0.9,0.5,-0.4,-0.04,-5.9,1.5,-4.4,-0.3,2018,23.36,0.35999999999999943,2
74,2016,1,22,CHO,Malachi Richardson,20.175,G,us,Syracuse University,2017,2018,48,10.9,3.5,1.2,0.5,0.3,0,0.36700000000000005,0.42200000000000004,0.294,0.78,0,0.001,malachirichardson,Malachi Richardson,SG,21,SAC,22,198,9.6,0.517,0.41200000000000003,0.27899999999999997,1.8,11.5,6.7,8.7,1.3,0.5,9.5,19.3,0,0.1,0.1,0.027999999999999997,-2.5,-3,-5.5,-0.2,2017,21.175,0.1750000000000007,1
76,2016,1,22,CHO,Malachi Richardson,20.175,G,us,Syracuse University,2017,2018,48,10.9,3.5,1.2,0.5,0.3,0,0.36700000000000005,0.42200000000000004,0.294,0.78,0,0.001,malachirichardson,Malachi Richardson,SG,22,SAC,25,319,5.8,0.445,0.44299999999999995,0.25,1.7,10.4,5.9,5.7,1.6,0.3,9.3,15.2,-0.2,0.1,-0.1,-0.016,-4.3,-2,-6.3,-0.3,2018,22.175,0.1750000000000007,2
77,2016,1,22,CHO,Malachi Richardson,20.175,G,us,Syracuse University,2017,2018,48,10.9,3.5,1.2,0.5,0.3,0,0.36700000000000005,0.42200000000000004,0.294,0.78,0,0.001,malachirichardson,Malachi Richardson,SG,22,TOR,1,5,10.5,0.5,0.5,0,0,22,11.2,0,0,0,0,17.5,0,0,0,0.045,-5.1,-6.4,-11.5,0,2018,22.175,0.1750000000000007,2
78,2016,1,23,BOS,Ante Zizic,19.175,F-C,hr,NA,2018,2018,32,6.7,3.7,1.9,0.2,0.1,0.4,0.731,0.731,NA,0.7240000000000001,1,0.231,antezizic,Ante Zizic,C,21,CLE,32,214,24.2,0.746,0,0.433,12.8,18.6,15.7,3.8,0.5,5.2,12.1,18.8,0.9,0.2,1,0.231,1.3,-1.2,0.1,0.1,2018,21.175,0.1750000000000007,2
79,2016,1,24,PHI,Timothe Luwawu,21.051,F,fr,NA,2017,2018,121,16.5,6.1,1.8,1.1,0.4,0.1,0.39,0.46,0.32299999999999995,0.8340000000000001,1.6,0.039,timotheluwawu,Timothe Luwawu-Cabarrot,SF,21,PHI,69,1190,8.5,0.536,0.446,0.341,2.3,11.5,6.9,9.6,1.3,0.7,15,17.8,0,0.8,0.8,0.034,-2.8,-1.2,-4,-0.6,2017,22.051,1.0509999999999984,1
80,2016,1,24,PHI,Timothe Luwawu,21.051,F,fr,NA,2017,2018,121,16.5,6.1,1.8,1.1,0.4,0.1,0.39,0.46,0.32299999999999995,0.8340000000000001,1.6,0.039,timotheluwawu,Timothe Luwawu-Cabarrot,SF,22,PHI,52,807,7,0.511,0.5920000000000001,0.217,1.9,7.5,4.8,9.3,0.7,0.5,11.5,17.5,0.1,0.7,0.8,0.046,-2.3,-2.4,-4.7,-0.5,2018,23.051,1.0509999999999984,2
81,2016,1,25,LAC,Brice Johnson,22.002,F,us,University of North Carolina,2017,2018,21,5.1,2.2,1.6,0.1,0.5,0.3,0.449,0.45799999999999996,0,0.6,0.1,0.062,bricejohnson,Brice Johnson,PF,22,LAC,3,9,17.2,0.28600000000000003,0,0,12.8,24.2,18.6,18.6,11.1,9.1,12.5,39.8,-0.1,0,0,-0.165,-10.7,12.1,1.3,0,2017,23.002,1.001999999999999,1
83,2016,1,25,LAC,Brice Johnson,22.002,F,us,University of North Carolina,2017,2018,21,5.1,2.2,1.6,0.1,0.5,0.3,0.449,0.45799999999999996,0,0.6,0.1,0.062,bricejohnson,Brice Johnson,PF,23,LAC,9,38,21.3,0.6729999999999999,0.091,0.182,5.9,31.4,18.8,4,7.7,4.4,25.2,18,0,0.1,0.1,0.168,-2.6,6.4,3.8,0.1,2018,24.002,1.001999999999999,2
84,2016,1,25,LAC,Brice Johnson,22.002,F,us,University of North Carolina,2017,2018,21,5.1,2.2,1.6,0.1,0.5,0.3,0.449,0.45799999999999996,0,0.6,0.1,0.062,bricejohnson,Brice Johnson,PF,23,MEM,9,60,16.2,0.418,0,0.09699999999999999,13.2,21.7,17.4,3,2.5,6.2,3,24.9,-0.1,0.1,0,0.027999999999999997,-6.3,-0.8,-7,-0.1,2018,24.002,1.001999999999999,2
85,2016,1,26,PHI,Furkan Korkmaz,18.339000000000002,G,tr,NA,2018,2018,14,5.7,1.6,0.8,0.3,0.1,0.1,0.28600000000000003,0.273,0.294,0.5,0,-0.006,furkankorkmaz,Furkan Korkmaz,SG,20,PHI,14,80,3.4,0.386,0.607,0.14300000000000002,2.8,11.7,7.4,6.7,1.2,1,6.3,16.9,-0.1,0.1,0,-0.006,-5,-1.8,-6.9,-0.1,2018,20.339000000000002,0.3390000000000022,2
86,2016,1,27,TOR,Pascal Siakam,22.145,F,cm,New Mexico State University,2017,2018,136,18.7,6,4,1.3,0.6,0.6,0.506,0.578,0.21600000000000003,0.639,6.2,0.11800000000000001,pascalsiakam,Pascal Siakam,PF,22,TOR,55,859,11.5,0.523,0.034,0.156,8.4,15.9,12.2,2.9,1.5,4.5,13.1,13.1,0.4,1.2,1.6,0.08900000000000001,-3,1.9,-1.1,0.2,2017,23.145,1.1449999999999996,1
87,2016,1,27,TOR,Pascal Siakam,22.145,F,cm,New Mexico State University,2017,2018,136,18.7,6,4,1.3,0.6,0.6,0.506,0.578,0.21600000000000003,0.639,6.2,0.11800000000000001,pascalsiakam,Pascal Siakam,PF,23,TOR,81,1679,14.5,0.5489999999999999,0.265,0.175,5.4,18.6,12.1,13.5,1.8,2,11.1,15.7,2.1,2.5,4.7,0.133,0,2.2,2.1,1.7,2018,24.145,1.1449999999999996,2
88,2016,1,28,PHO,Skal Labissiere,20.102,F,ht,University of Kentucky,2017,2018,93,19.9,8.7,4.8,1.1,0.4,0.7,0.47600000000000003,0.488,0.35600000000000004,0.7659999999999999,2.6,0.069,skallabissiere,Skal Labissiere,PF,20,SAC,33,612,16.8,0.5770000000000001,0.037000000000000005,0.33899999999999997,9.7,20.7,15.3,7.5,1.3,1.9,12.9,21.3,0.7,0.5,1.3,0.099,-1.7,-0.9,-2.6,-0.1,2017,21.102,1.1020000000000003,1
89,2016,1,28,PHO,Skal Labissiere,20.102,F,ht,University of Kentucky,2017,2018,93,19.9,8.7,4.8,1.1,0.4,0.7,0.47600000000000003,0.488,0.35600000000000004,0.7659999999999999,2.6,0.069,skallabissiere,Skal Labissiere,PF,21,SAC,60,1240,14.3,0.513,0.111,0.258,8.7,18.1,13.2,9.1,1,3.7,12.5,21.1,0.4,1,1.4,0.054000000000000006,-2.7,0.1,-2.6,-0.2,2018,22.102,1.1020000000000003,2
90,2016,1,29,SAS,Dejounte Murray,19.282,G,us,University of Washington,2017,2018,119,17.4,6.6,4.2,2.3,0.9,0.3,0.441,0.452,0.316,0.708,3.2,0.07400000000000001,dejountemurray,Dejounte Murray,PG,20,SAS,38,322,9.6,0.503,0.198,0.259,2.2,12.4,7.4,22.6,1.3,1.5,22.7,23.5,-0.4,0.5,0,0.004,-4.6,-0.2,-4.8,-0.2,2017,20.282,0.28200000000000003,1
91,2016,1,29,SAS,Dejounte Murray,19.282,G,us,University of Washington,2017,2018,119,17.4,6.6,4.2,2.3,0.9,0.3,0.441,0.452,0.316,0.708,3.2,0.07400000000000001,dejountemurray,Dejounte Murray,PG,21,SAS,81,1743,15.1,0.485,0.055999999999999994,0.243,7,22.4,14.6,20.2,2.8,1.5,16.6,20.7,-0.2,3.4,3.2,0.087,-2.2,3.4,1.2,1.4,2018,21.282,0.28200000000000003,2
92,2016,1,30,GSW,Damian Jones,20.364,F-C,us,Vanderbilt University,2017,2018,25,7,1.8,1.5,0.1,0.1,0.3,0.5,0.5,NA,0.4,0.1,0.025,damianjones,Damian Jones,C,21,GSW,10,85,5.3,0.466,0,0.625,12.4,17,14.8,0,0.6,3.7,22.7,13.4,-0.1,0.1,0,0.018000000000000002,-7.5,-2.1,-9.6,-0.2,2017,21.364,0.36400000000000077,1
93,2016,1,30,GSW,Damian Jones,20.364,F-C,us,Vanderbilt University,2017,2018,25,7,1.8,1.5,0.1,0.1,0.3,0.5,0.5,NA,0.4,0.1,0.025,damianjones,Damian Jones,C,22,GSW,15,89,6.8,0.517,0,0.22699999999999998,6.8,10.6,8.8,2.9,0.5,2.7,14.2,13.9,0,0.1,0.1,0.031,-4.9,-1.7,-6.6,-0.1,2018,22.364,0.36400000000000077,2
94,2015,1,1,MIN,Karl-Anthony Towns,19.227,C-F,us,University of Kentucky,2016,2018,246,34.9,21.6,11.7,2.4,0.7,1.4,0.5429999999999999,0.575,0.387,0.836,34.9,0.196,karlanthonytowns,Karl-Anthony Towns,C,20,MIN,82,2627,22.5,0.59,0.076,0.239,10.3,27.5,19,11.3,1.1,4.3,12.6,24.9,5.5,2.8,8.3,0.151,1.6,1.1,2.8,3.2,2016,20.227,0.2270000000000003,1
95,2015,1,1,MIN,Karl-Anthony Towns,19.227,C-F,us,University of Kentucky,2016,2018,246,34.9,21.6,11.7,2.4,0.7,1.4,0.5429999999999999,0.575,0.387,0.836,34.9,0.196,karlanthonytowns,Karl-Anthony Towns,C,21,MIN,82,3030,25.9,0.618,0.18600000000000003,0.289,11.2,27.8,19.4,13.2,0.9,2.9,11.3,27.5,9.9,2.8,12.7,0.201,4.7,0.2,4.9,5.3,2017,21.227,0.2270000000000003,2
96,2015,1,1,MIN,Karl-Anthony Towns,19.227,C-F,us,University of Kentucky,2016,2018,246,34.9,21.6,11.7,2.4,0.7,1.4,0.5429999999999999,0.575,0.387,0.836,34.9,0.196,karlanthonytowns,Karl-Anthony Towns,C,22,MIN,82,2918,24.9,0.6459999999999999,0.243,0.34299999999999997,9.3,30.9,20,10.8,1.1,3.5,10.5,22.9,10.6,3.4,14,0.23,4.4,1.1,5.5,5.5,2018,22.227,0.2270000000000003,3
97,2015,1,2,LAL,D'Angelo Russell,19.127,G,us,Ohio State University,2016,2018,191,27.8,14.6,3.6,4.3,1.1,0.2,0.409,0.455,0.344,0.754,1.7,0.015,dangelorussell,D'Angelo Russell,PG,19,LAL,80,2259,13.2,0.507,0.387,0.19899999999999998,2.2,11.2,6.5,21.2,2.1,0.5,15.9,24.1,-0.7,0.7,0,0.001,-0.2,-1.7,-1.8,0.1,2016,20.127,1.126999999999999,1
98,2015,1,2,LAL,D'Angelo Russell,19.127,G,us,Ohio State University,2016,2018,191,27.8,14.6,3.6,4.3,1.1,0.2,0.409,0.455,0.344,0.754,1.7,0.015,dangelorussell,D'Angelo Russell,PG,20,LAL,63,1811,15.3,0.518,0.44299999999999995,0.217,1.8,11.9,6.7,26.8,2.3,0.7,15.6,26.6,0.3,1,1.3,0.033,1.1,-1.6,-0.5,0.7,2017,21.127,1.126999999999999,2
99,2015,1,2,LAL,D'Angelo Russell,19.127,G,us,Ohio State University,2016,2018,191,27.8,14.6,3.6,4.3,1.1,0.2,0.409,0.455,0.344,0.754,1.7,0.015,dangelorussell,D'Angelo Russell,PG,21,BRK,48,1234,15.2,0.509,0.414,0.195,2.6,13.8,8.1,35.7,1.4,1,16.8,30.8,-0.5,0.9,0.4,0.013999999999999999,0.8,-1.2,-0.4,0.5,2018,22.127,1.126999999999999,3
100,2015,1,3,PHI,Jahlil Okafor,19.197,C-F,us,Duke University,2016,2018,131,23.5,12.9,5.3,1,0.3,1,0.515,0.517,0.2,0.682,3,0.047,jahlilokafor,Jahlil Okafor,C,20,PHI,53,1591,17.1,0.536,0.008,0.248,8.1,17.8,12.8,8.2,0.7,2.9,12.5,27.3,0.3,0.9,1.2,0.037000000000000005,-2.6,-1.5,-4.1,-0.8,2016,20.197,0.19699999999999918,1
101,2015,1,3,PHI,Jahlil Okafor,19.197,C-F,us,Duke University,2016,2018,131,23.5,12.9,5.3,1,0.3,1,0.515,0.517,0.2,0.682,3,0.047,jahlilokafor,Jahlil Okafor,C,21,PHI,50,1134,14.8,0.546,0,0.335,7.8,15.5,11.7,9,0.9,3.4,14.4,24.1,0.1,1.1,1.2,0.05,-3.4,0.1,-3.3,-0.4,2017,21.197,0.19699999999999918,2
103,2015,1,3,PHI,Jahlil Okafor,19.197,C-F,us,Duke University,2016,2018,131,23.5,12.9,5.3,1,0.3,1,0.515,0.517,0.2,0.682,3,0.047,jahlilokafor,Jahlil Okafor,C,22,PHI,2,25,8.8,0.465,0,0.444,17.9,20.7,19.4,5.8,0,6.7,21.8,23.5,0,0,0,0.005,-7.5,0.5,-7,0,2018,22.197,0.19699999999999918,3
104,2015,1,3,PHI,Jahlil Okafor,19.197,C-F,us,Duke University,2016,2018,131,23.5,12.9,5.3,1,0.3,1,0.515,0.517,0.2,0.682,3,0.047,jahlilokafor,Jahlil Okafor,C,22,BRK,26,328,15.8,0.593,0.031,0.19399999999999998,5.5,19.3,12.3,5.9,0.4,3.6,11.4,20.9,0.3,0.3,0.6,0.08900000000000001,-3.4,-0.8,-4.3,-0.2,2018,22.197,0.19699999999999918,3
105,2015,1,4,NYK,Kristaps Porzingis,19.332,F-C,lv,NA,2016,2018,186,31,17.8,7.1,1.3,0.7,2,0.43700000000000006,0.467,0.361,0.804,12.1,0.1,kristapsporzingis,Kristaps Porzingis,PF,20,NYK,72,2047,17.7,0.518,0.27399999999999997,0.271,7.1,20.7,14,7.9,1.3,5,10.9,24.6,1.5,2.9,4.4,0.102,-0.8,0.9,0.2,1.1,2016,20.332,0.33200000000000074,1
106,2015,1,4,NYK,Kristaps Porzingis,19.332,F-C,lv,NA,2016,2018,186,31,17.8,7.1,1.3,0.7,2,0.43700000000000006,0.467,0.361,0.804,12.1,0.1,kristapsporzingis,Kristaps Porzingis,PF,21,NYK,66,2164,17.4,0.546,0.319,0.256,5.5,18.2,11.8,7.3,1.1,4.9,9.7,24.3,2.4,2.1,4.5,0.1,0.2,0,0.2,1.2,2017,21.332,0.33200000000000074,2
107,2015,1,4,NYK,Kristaps Porzingis,19.332,F-C,lv,NA,2016,2018,186,31,17.8,7.1,1.3,0.7,2,0.43700000000000006,0.467,0.361,0.804,12.1,0.1,kristapsporzingis,Kristaps Porzingis,PF,22,NYK,48,1553,20.4,0.539,0.256,0.309,4.4,18.1,11.3,6.2,1.1,6.4,8.4,31,1.4,1.8,3.2,0.099,-0.5,-0.2,-0.7,0.5,2018,22.332,0.33200000000000074,3
108,2015,1,5,ORL,Mario Hezonja,20.125,F-G,hr,NA,2016,2018,219,18.4,6.9,2.8,1.3,0.7,0.3,0.418,0.48700000000000004,0.332,0.8370000000000001,2.5,0.028999999999999998,mariohezonja,Mario Hezonja,SF,20,ORL,79,1413,9.4,0.541,0.45899999999999996,0.129,2.2,11.8,6.9,11.2,1.4,1,18,16.9,-0.1,1,0.9,0.028999999999999998,-1.9,-0.9,-2.8,-0.3,2016,21.125,1.125,1
109,2015,1,5,ORL,Mario Hezonja,20.125,F-G,hr,NA,2016,2018,219,18.4,6.9,2.8,1.3,0.7,0.3,0.418,0.48700000000000004,0.332,0.8370000000000001,2.5,0.028999999999999998,mariohezonja,Mario Hezonja,SF,21,ORL,65,960,7.2,0.45,0.436,0.152,2.2,14.7,8.3,9.6,1.5,1.3,14.1,18.8,-1.4,0.8,-0.7,-0.033,-4.8,-0.9,-5.7,-0.9,2017,22.125,1.125,2
110,2015,1,5,ORL,Mario Hezonja,20.125,F-G,hr,NA,2016,2018,219,18.4,6.9,2.8,1.3,0.7,0.3,0.418,0.48700000000000004,0.332,0.8370000000000001,2.5,0.028999999999999998,mariohezonja,Mario Hezonja,SF,22,ORL,75,1657,13.7,0.544,0.433,0.17,2.7,16.1,9.3,10,2.4,1.5,11.5,19.9,0.5,1.8,2.3,0.066,-1,0.2,-0.8,0.5,2018,23.125,1.125,3
111,2015,1,6,SAC,Willie Cauley-Stein,21.316,F-C,us,University of Kentucky,2016,2018,214,22.8,9.4,5.6,1.4,0.8,0.8,0.524,0.527,0.188,0.6409999999999999,10.7,0.105,williecauleystein,Willie Cauley-Stein,C,22,SAC,66,1412,15.3,0.588,0.006,0.369,10.3,16.6,13.5,3.8,1.6,3.8,10.5,13.2,2.4,1.4,3.8,0.13,-0.8,1.5,0.7,1,2016,22.316,0.31599999999999895,1
112,2015,1,6,SAC,Willie Cauley-Stein,21.316,F-C,us,University of Kentucky,2016,2018,214,22.8,9.4,5.6,1.4,0.8,0.8,0.524,0.527,0.188,0.6409999999999999,10.7,0.105,williecauleystein,Willie Cauley-Stein,C,23,SAC,75,1421,16.3,0.5579999999999999,0.004,0.314,7,20.4,13.8,9.4,1.9,2.8,11.2,19.7,1.4,1.5,2.9,0.1,-2,0.8,-1.2,0.3,2017,23.316,0.31599999999999895,2
113,2015,1,6,SAC,Willie Cauley-Stein,21.316,F-C,us,University of Kentucky,2016,2018,214,22.8,9.4,5.6,1.4,0.8,0.8,0.524,0.527,0.188,0.6409999999999999,10.7,0.105,williecauleystein,Willie Cauley-Stein,C,24,SAC,73,2044,17.6,0.529,0.016,0.32,7,22,14.2,13.7,1.9,3.1,11,21.8,1.7,2.2,3.9,0.092,-1.3,1.7,0.4,1.2,2018,24.316,0.31599999999999895,3
114,2015,1,7,DEN,Emmanuel Mudiay,19.116,G,cd,NA,2016,2018,187,25.2,10.8,3,4.3,0.8,0.3,0.374,0.396,0.317,0.731,-2,-0.02,emmanuelmudiay,Emmanuel Mudiay,PG,19,DEN,68,2068,9.9,0.43700000000000006,0.256,0.231,1.7,10.9,6.2,29,1.6,1.4,17.9,25.7,-3.3,1.2,-2.1,-0.049,-3.1,-1.2,-4.3,-1.2,2016,20.116,1.1159999999999997,1
115,2015,1,7,DEN,Emmanuel Mudiay,19.116,G,cd,NA,2016,2018,187,25.2,10.8,3,4.3,0.8,0.3,0.374,0.396,0.317,0.731,-2,-0.02,emmanuelmudiay,Emmanuel Mudiay,PG,20,DEN,55,1406,10.9,0.483,0.32299999999999995,0.303,2.3,11.6,7,21.8,1.4,0.7,16.5,22.6,-0.4,0.5,0.2,0.006,-2,-1.7,-3.7,-0.6,2017,21.116,1.1159999999999997,2
117,2015,1,7,DEN,Emmanuel Mudiay,19.116,G,cd,NA,2016,2018,187,25.2,10.8,3,4.3,0.8,0.3,0.374,0.396,0.317,0.731,-2,-0.02,emmanuelmudiay,Emmanuel Mudiay,PG,21,DEN,42,752,12.3,0.504,0.317,0.242,2.4,11.6,7,24.1,1.4,0.4,16.8,24.8,0,0.3,0.3,0.019,-2.2,-2.9,-5,-0.6,2018,22.116,1.1159999999999997,3
118,2015,1,7,DEN,Emmanuel Mudiay,19.116,G,cd,NA,2016,2018,187,25.2,10.8,3,4.3,0.8,0.3,0.374,0.396,0.317,0.731,-2,-0.02,emmanuelmudiay,Emmanuel Mudiay,PG,21,NYK,22,493,10.2,0.428,0.225,0.25,2.3,10.8,6.5,25,2,1.2,15.3,23.7,-0.7,0.4,-0.3,-0.034,-3.3,-0.9,-4.3,-0.3,2018,22.116,1.1159999999999997,3
119,2015,1,8,DET,Stanley Johnson,19.031,F,us,University of Arizona,2016,2018,219,22.6,7,3.4,1.5,0.9,0.2,0.37,0.41700000000000004,0.295,0.76,2.8,0.027000000000000003,stanleyjohnson,Stanley Johnson,SF,19,DET,73,1687,8.7,0.46,0.342,0.17,3.6,16.7,9.9,10.8,1.6,0.5,15,19.6,-1.3,1.9,0.6,0.018000000000000002,-3.1,0.5,-2.6,-0.2,2016,20.031,1.0309999999999988,1
120,2015,1,8,DET,Stanley Johnson,19.031,F,us,University of Arizona,2016,2018,219,22.6,7,3.4,1.5,0.9,0.2,0.37,0.41700000000000004,0.295,0.76,2.8,0.027000000000000003,stanleyjohnson,Stanley Johnson,SF,20,DET,77,1371,7.2,0.436,0.42200000000000004,0.145,2.8,12.7,7.5,10.5,2.1,1.5,15.5,14.8,-1.4,1.8,0.4,0.012,-3.8,1.8,-2,0,2017,21.031,1.0309999999999988,2
121,2015,1,8,DET,Stanley Johnson,19.031,F,us,University of Arizona,2016,2018,219,22.6,7,3.4,1.5,0.9,0.2,0.37,0.41700000000000004,0.295,0.76,2.8,0.027000000000000003,stanleyjohnson,Stanley Johnson,SF,21,DET,69,1894,9,0.48,0.418,0.259,1.9,13,7.3,8.5,2.5,0.7,11,16.4,-0.6,2.4,1.8,0.046,-2.6,1.1,-1.5,0.2,2018,22.031,1.0309999999999988,3
122,2015,1,9,CHO,Frank Kaminsky,22.087,F-C,us,University of Wisconsin,2016,2018,235,23.4,10,4.1,1.7,0.5,0.4,0.41200000000000003,0.457,0.34700000000000003,0.765,9.2,0.08,frankkaminsky,Frank Kaminsky,C,22,CHO,81,1708,12.5,0.513,0.385,0.282,4.4,17.2,10.7,9,1.1,2,8.9,17.1,1.2,2.1,3.3,0.09300000000000001,-1.6,0.4,-1.2,0.3,2016,23.087,1.0869999999999997,1
123,2015,1,9,CHO,Frank Kaminsky,22.087,F-C,us,University of Wisconsin,2016,2018,235,23.4,10,4.1,1.7,0.5,0.4,0.41200000000000003,0.457,0.34700000000000003,0.765,9.2,0.08,frankkaminsky,Frank Kaminsky,C,23,CHO,75,1954,13,0.502,0.441,0.195,3.2,15.8,9.5,13.5,1.2,1.5,8,21.8,0.4,1.9,2.3,0.055999999999999994,-0.8,-0.8,-1.5,0.2,2017,24.087,1.0869999999999997,2
124,2015,1,9,CHO,Frank Kaminsky,22.087,F-C,us,University of Wisconsin,2016,2018,235,23.4,10,4.1,1.7,0.5,0.4,0.41200000000000003,0.457,0.34700000000000003,0.765,9.2,0.08,frankkaminsky,Frank Kaminsky,PF,24,CHO,79,1835,14.4,0.545,0.38299999999999995,0.271,2.7,14.5,8.5,11,1,0.9,7.6,20.5,2.3,1.3,3.6,0.094,0.3,-1.2,-0.9,0.5,2018,25.087,1.0869999999999997,3
125,2015,1,10,MIA,Justise Winslow,19.095,F,us,Duke University,2016,2018,164,27.7,7.5,5.3,2,0.9,0.4,0.41,0.44,0.314,0.653,5,0.053,justisewinslow,Justise Winslow,SF,19,MIA,78,2232,8.4,0.489,0.251,0.253,4.2,15.8,10.2,7.4,1.6,0.9,15.6,12.5,-0.2,2.7,2.5,0.054000000000000006,-2.2,1.6,-0.6,0.8,2016,20.095,1.0949999999999989,1
126,2015,1,10,MIA,Justise Winslow,19.095,F,us,Duke University,2016,2018,164,27.7,7.5,5.3,2,0.9,0.4,0.41,0.44,0.314,0.653,5,0.053,justisewinslow,Justise Winslow,SF,20,MIA,18,625,8.2,0.39899999999999997,0.156,0.209,4,12.7,8.3,15.5,2.1,0.8,11.8,19.8,-0.9,0.8,-0.1,-0.009000000000000001,-4,1.2,-2.8,-0.1,2017,21.095,1.0949999999999989,2
